id,title,year,price_eur
12581479843641126518,The Monkey's Raincoat,2016,72.92
11540784901341875769,The Last Temptation,1871,42.0
10049664599470050353,Time of our Darkness,1993,17.0
17460991310406434234,A Monstrous Regiment of Women,2001,6.04
16759313590664900777,Mother Night,1986,66.04
18116643529910861453,No Country for Old Men,1992,23.0
17568573263235041499,Consider Phlebas,2025,56.88
9989375041138066707,To Sail Beyond the Sunset,1990,80.83
9404345609950035991,Ehen in Philippsburg,2009,37.08
12391319278598521936,This Lime Tree Bower,1958,60.0
10412976971786228284,All Passion Spent,1998,14.99
16330576837535456150,The Heart Is Deceitful Above All Things,1883,52.29
14509676405543593039,"Such, Such Were the Joys",2024,36.75
13981880746520440849,In a Glass Darkly,1904,16.67
11346618325464558345,"Such, Such Were the Joys",1987,24.75
10795179361629078629,The Daffodil Sky,2024,48.33
14992884401652842517,Die Aufzeichnungen des Malte Laurids Brigge,2016,21.46
9528226534359125836,Fame Is the Spur,2006,26.5
14415114869333054968,It's a Battlefield,2018,5.0
13265318936070206577,Brandy of the Damned,1958,7.71
13450763180661625777,Behold the Man,2016,71.67
10741876161500646374,"Such, Such Were the Joys",2014,74.38
14858139277441077102,A Many-Splendoured Thing,2017,36.67
16697166113688204543,Where Angels Fear to Tread,2026,71.46
16437589660000003858,Atemschaukel,1994,67.29
17671823309650723957,The Green Bay Tree,1990,25.42
11076599375338892121,The Moving Finger,1989,63.75
15631664250099917939,No Longer at Ease,1989,24.58
9929083408522136748,Der arme Spielmann,1991,41.5
12706386900596069183,A Farewell to Arms,2025,30.5
10860615759469288288,La Soumission comme passion,2006,72.92
16750521771166572116,Beneath the Bleeding,1990,64.17
9820866646695230781,Waiting for the Barbarians,1997,51.25
17234796375225666723,Pourquoi je mens ?,1994,60.0
9889764572178570639,An Evil Cradling,2003,58.96
10944618521997581799,Katz und Maus,2017,8.75
17199296806579850713,Tender Is the Night,1995,67.5
14451848481193692537,The Road Less Traveled,2003,42.08
10956586872378342835,La Peau des savants,2004,18.33
17650373666552415171,Behold the Man,1995,12.08
17483129055689572599,The Far-Distant Oxus,2018,24.79
15967057938059114378,Cover Her Face,2011,75.83
12908872574226104579,Moab Is My Washpot,2021,8.54
15625424985939396176,Wildfire at Midnight,1992,25.0
16808485306521168157,O Jerusalem!,2002,68.5
18298482944411078576,La Promise du voyeur,1992,73.75
17913366650054887821,Blue Remembered Earth,2011,53.33
11722356095241670199,The Moving Toyshop,1997,30.42
11047545788783284123,Terrible Swift Sword,1988,24.58
11028403710701497793,Shall not Perish,2008,15.0
13486780874230555802,To a God Unknown,2006,29.99
10508645069890062819,The Yellow Meads of Asphodel,2019,73.25
11107628242312653760,The Little Foxes,2010,32.0
14204529814523925036,Fame Is the Spur,2010,19.5
11231065922544389975,A Catskill Eagle,1955,52.5
11364284194260818767,The Glory and the Dream,1994,64.5
9979705783233688642,East of Eden,2000,34.79
10152466347015946753,Dulce et Decorum Est,1988,57.08
15995409288958019829,Mr Standfast,1986,37.5
12578652063017129093,The Proper Study,2003,53.33
12836690642094663675,The Moving Finger,1871,5.83
15807838422830880760,Aus dem Leben eines Taugenichts,1986,16.46
13889822558986367198,"The World, the Flesh and the Devil",2025,63.33
17091980512354385744,The Golden Bowl,2004,35.21
11839584127350129818,Endless Night,2015,70.42
14964882074867463223,Vanity Fair,1992,70.42
14661824697253687586,The Golden Apples of the Sun,2015,37.5
14635256415073582446,"If Not Now, When?",2010,58.33
16181755632381389531,Quo Vadis,1883,53.12
10683237532011206204,All Passion Spent,1991,11.0
16478142283466226320,Terrible Swift Sword,1938,5.0
9676036578686669448,Some Buried Caesar,1989,5.0
12319443591927975788,The Heart Is Deceitful Above All Things,1986,53.12
10875661804778029439,Quo Vadis,2006,47.5
14506886830672289498,It's a Battlefield,2011,73.96
17538162296554970409,Jacob Have I Loved,2017,70.42
12719364011526048217,Consider the Lilies,1999,34.99
11853002063994937020,Jacob Have I Loved,1999,49.0
10478611465723356875,"Those Barren Leaves, Thrones, Dominations",2010,73.96
11809733731736754723,Frequent Hearses,2003,21.88
9722962540120582794,Fear and Trembling,1988,74.99
12235848502551141944,Tiger! Tiger!,2026,73.33
13501332682276540135,The Moving Toyshop,2002,15.75
14302450647808982152,No Longer at Ease,1905,42.0
11595895114966679636,The Heart Is a Lonely Hunter,2024,16.25
10534830731316145824,"The World, the Flesh and the Devil",2023,55.42
12273287853942716972,Consider Phlebas,2000,23.32
13084944202210517312,In Dubious Battle,2021,36.99
18001619270928542379,No Longer at Ease,2014,51.67
16776127180588027691,Frequent Hearses,2026,48.33
15989264894677414854,The Proper Study,1993,7.5
13555205786410746615,The Heart Is Deceitful Above All Things,2017,60.42
10876144803873953337,A Monstrous Regiment of Women,2016,40.5
15084406974827225467,All the King's Men,1987,3.75
13543720197553550458,Cover Her Face,1904,67.92
17389144133605172122,Let Us Now Praise Famous Men,2000,20.42
12063355822098964690,A Summer Bird-Cage,1987,70.75
9754303639931698548,Tiger! Tiger!,1994,19.38
14878751004070055788,Pale Kings and Princes,2006,22.5
14145486948087881331,The Needle's Eye,2005,74.25
12091870233544536376,A Darkling Plain,1990,79.99
16124681899104996722,All the King's Men,1990,52.5
13049029828104419460,Blithe Spirit,2012,62.49
14848216542593999304,A Swiftly Tilting Planet,1883,39.99
12629493230217106612,Noli Me Tangere,1995,63.75
14000664176093235607,The Wives of Bath,1987,79.17
16612630452984847186,Death Be Not Proud,2005,23.54
9854783593988445365,Taming a Sea Horse,1988,28.33
16750544711419740710,Cover Her Face,2024,68.33
12122896388627120305,For Whom the Bell Tolls,2025,77.99
18425464876572650251,Let Us Now Praise Famous Men,2009,28.12
9457049557011375905,Der geteilte Himmel,2002,18.96
17316219281769027436,The Moving Finger,2017,15.62
11045241162284046651,The Last Enemy,1938,45.75
11580742483798268333,Far From the Madding Crowd,1987,48.75
16277025574126008826,Infinite Jest,1998,54.58
15768475637589924961,Eyeless in Gaza,2007,64.79
16566780767741621882,Der Verdacht,2015,65.42
12892639141983500807,The Millstone,1871,45.42
12083797304299820246,Ring of Bright Water,1993,76.75
9288314993792630718,Terrible Swift Sword,1989,54.25
13580158076956357566,Waiting for the Barbarians,1905,63.25
13865228003194481756,The Soldier's Art,2024,52.5
14551733128738482192,Unweaving the Rainbow,1999,34.58
15412151235581250059,Ring of Bright Water,2021,81.25
10162242331909622291,Lilies of the Field,2022,35.62
12811158552150482918,I Sing the Body Electric,2010,22.99
11519168339588751501,The Way Through the Woods,1995,55.62
13644404445349120451,A Swiftly Tilting Planet,2015,38.75
11964688589791213767,"Look Homeward, Angel",2026,53.12
15137453090821700562,Sleep the Brave,2020,70.83
15867959195918615059,The Little Foxes,1955,47.5
17608179443472891162,Der Ausflug der toten Mädchen,2026,65.21
16553729647181981111,What's Become of Waring,2014,49.99
17523544552581490176,Im Krebsgang,1997,79.58
11561184880464436828,To Say Nothing of the Dog,1987,15.0
18118862443203723856,La Promise du voyeur,1992,47.92
14738678230580811853,Precious Bane,2011,13.12
10031610836998862249,Down to a Sunless Sea,1994,15.83
18076094068240403160,Waiting for the Barbarians,2009,53.33
9525840868772525314,La Soumission comme passion,2013,33.75
16521278099432810793,"Absalom, Absalom!",1904,7.0
12751824965391440234,The Waste Land,1995,6.04
18149059351111543115,Time of our Darkness,2007,47.5
12749025862598609786,Gone with the Wind,1990,66.66
14335617757715915361,An Instant In The Wind,2004,31.25
15883110679336451446,Endless Night,2007,58.96
14411513943632925638,Fame Is the Spur,2011,19.5
9931767145329762753,Edna O'Brien,1871,71.25
17296060754716685239,Waiting for the Barbarians,2017,15.83
14442016901209335510,If I Forget Thee Jerusalem,1904,65.0
18066825576145934262,The Grapes of Wrath,2000,34.5
17333676695723782487,Wildfire at Midnight,1990,10.83
9326239441077528695,A Scanner Darkly,2016,12.29
13290236003570050669,Wer einmal aus dem Blechnapf frisst,2025,4.25
10085693107265861928,Le Désir des femmes fortes,2012,64.5
12778560325396404690,Ring of Bright Water,2017,79.99
17848172045842614354,A Summer Bird-Cage,1904,24.5
13961760212304726686,The Golden Apples of the Sun,2014,42.71
16471531751037135532,The Proper Study,2016,48.54
15256404425553923790,Brandy of the Damned,2007,70.83
10750963828238604076,Vile Bodies,1987,6.88
13837518666412604380,Let Us Now Praise Famous Men,2012,68.54
17945277667376133476,This Lime Tree Bower,1995,14.17
15492358806137146560,Das kalte Herz,2010,17.5
11129869380872404535,A Time to Kill,1987,65.5
12544882062776019787,The Painted Veil,1991,32.0
15080140228518732666,Gone with the Wind,2002,16.0
9839060690693564830,Recalled to Life,2018,56.67
17965424753968361033,Rosemary Sutcliff,2005,46.88
12534673144506951442,Lilies of the Field,2009,14.99
13816605712256319941,La progéniture du mal,1938,22.5
12924325769898899411,L'Odeur du sanglier,2003,57.0
9492234382482693170,Recalled to Life,2017,42.92
9437251713306667168,Infinite Jest,2021,67.92
18358123664769169031,The Man Within,2025,48.75
11980378023740842920,The Painted Veil,1996,72.71
10790110830187977484,Terrible Swift Sword,2007,80.0
11177328781146200112,Nine Coaches Waiting,2012,46.25
10374921533235618819,To a God Unknown,2011,72.0
14357978126427782750,The Doors of Perception,2001,60.62
11981091577484497952,Some Buried Caesar,1990,62.08
15790329312645840579,Blood's a Rover,1996,51.67
12259346561840012738,A Confederacy of Dunces,2023,65.42
13031808432508934784,What's Become of Waring,2016,74.58
15518586233729978209,Le Siècle de la rue voisine,1990,69.17
13790168973838499892,"Those Barren Leaves, Thrones, Dominations",2014,34.0
18405167793378303066,The Needle's Eye,2013,57.92
13772282395451498733,East of Eden,2005,39.17
15063398002266002644,Le Siècle de la rue voisine,2019,35.83
17033335681190051781,The Heart Is a Lonely Hunter,2005,48.75
11439906904709169031,Cover Her Face,1989,12.08
18227752009959000716,Consider Phlebas,1993,27.5
10100492974080761376,Le Désir des femmes fortes,1992,34.38
14518592566857947063,Fair Stood the Wind for France,2017,49.38
16588173923463170912,The Last Temptation,1996,79.79
10746472558128492570,No Longer at Ease,2019,38.0
10099787775313467725,I Will Fear No Evil,2022,10.25
15166349505989251577,"Ah, Wilderness!",2010,28.75
13099997085084992881,Nine Coaches Waiting,1905,19.99
18077368427236370487,That Hideous Strength,2014,64.17
14793366868186295206,The Mirror Crack'd from Side to Side,1905,35.83
18361546329499392639,Consider the Lilies,1905,38.75
10250514593345520627,Nine Coaches Waiting,1988,22.08
17883695395766945710,Consider the Lilies,1999,37.29
16315462282393614018,Butter In a Lordly Dish,1904,45.42
9315505146459284571,Cover Her Face,2014,41.0
15489335313848859529,Die unendliche Geschichte,1987,23.12
17644833129051890242,The Skull Beneath the Skin,2013,6.99
12813051248979121532,"Those Barren Leaves, Thrones, Dominations",2018,81.04
13569607075483863399,The Waste Land,1905,21.25
14466412692000441831,The Widening Gyre,2021,13.5
13581345541523273228,This Side of Paradise,2021,77.92
12053811876737860780,The Other Side of Silence,2010,71.66
11083925927555835242,O Pioneers!,2008,75.42
17152957060811388231,Tiger! Tiger!,2005,29.58
17569525071966478770,Time of our Darkness,2017,80.83
10569531381846412510,Le Désir des femmes fortes,1994,15.0
12161393768797685233,"Faust, Part I",2012,68.33
14311716783056127913,Stranger in a Strange Land,1989,70.83
9929543978652109963,To Say Nothing of the Dog,1987,52.25
14594361519941351953,Dulce et Decorum Est,2005,32.08
10664062842718009331,From Here to Eternity,1991,31.99
16262484048974482032,The Yellow Meads of Asphodel,1883,18.5
10871456010663015612,The Grapes of Wrath,2002,42.5
15589565290448691470,Some Buried Caesar,2013,49.58
16118915928378635171,A Confederacy of Dunces,2013,79.16
17746168319124020385,The Violent Bear It Away,1998,35.83
11568520258992184457,Dying of the Light,2026,21.04
16060316259183846099,Consider the Lilies,2002,44.17
11533182782927565183,A Time of Gifts,2004,69.99
13528622938576273194,The Cricket on the Hearth,2006,62.29
11923485694873882832,East of Eden,1938,8.99
14014090018730307801,The Far-Distant Oxus,1871,66.88
14512362338396578658,Oh! To be in England,2010,82.5
17405031390979821036,The Cricket on the Hearth,1958,51.46
17109176185054482868,The Last Enemy,2003,50.5
9504983469394470469,The Painted Veil,1886,14.5
11063877419788518997,Die Marquise von O...,2021,38.0
14907047345395969637,After Many a Summer Dies the Swan,2014,10.0
9355217477796608693,An Acceptable Time,2015,82.92
9805239145080394300,O Pioneers!,1886,66.88
10359511910970414972,A Passage to India,2019,9.0
9585651293430571413,The Painted Veil,1997,67.0
11212907520887810471,I Know Why the Caged Bird Sings,1988,24.0
16805506628233062903,Moab Is My Washpot,1999,82.29
10204397247871276932,The Curious Incident of the Dog in the Night-Time,2001,56.5
12663491446177758852,Butter In a Lordly Dish,2005,35.83
12153636576293042058,If I Forget Thee Jerusalem,2003,17.92
13007804363360209586,The Yellow Meads of Asphodel,1993,10.0
15902718674680365783,Down to a Sunless Sea,2015,41.0
13904420493098687485,That Good Night,1990,78.54
17113780990120317046,The Moving Finger,2015,38.75
16742563438200977439,East of Eden,2006,8.99
9566184652208399768,From Here to Eternity,1997,82.92
15683063184115000415,No Highway,2013,36.25
14233141722862308850,The Millstone,1989,82.5
10284487559773757324,Nine Coaches Waiting,1871,36.66
17358052381026035780,Fair Stood the Wind for France,2015,69.0
17687993236573546906,"Absalom, Absalom!",1998,20.0
15074009480439481819,Jesting Pilate,1904,80.83
9878499367917389879,"Absalom, Absalom!",2004,64.99
12908320781580049868,La Promise du voyeur,2025,17.29
15653602141754711791,Beneath the Bleeding,2013,55.0
14581826271575835136,Endless Night,2000,10.62
16023800631480924308,In Dubious Battle,2011,51.0
11665316296517012258,The Glory and the Dream,2021,52.71
11539104338551967563,Der Ausflug der toten Mädchen,2012,19.5
16903639668903172663,The Moon by Night,1989,46.67
13593568612390396358,I Know Why the Caged Bird Sings,2014,79.5
15341235211178252474,After Many a Summer Dies the Swan,1994,35.21
10912287581229749132,From Here to Eternity,1986,28.25
9384248088854585322,Nine Coaches Waiting,2017,31.88
16253820389152727121,I Know Why the Caged Bird Sings,1998,27.29
12870374786356476851,Things Fall Apart,1996,72.92
9828993968849761982,The Wind's Twelve Quarters,1994,73.33
9605155471650259478,The Green Bay Tree,1987,46.88
12268399400759518597,Pourquoi je mens ?,2010,81.46
11389608543875713222,The Moving Finger,1986,62.5
9349993707136807086,Antic Hay,2004,37.71
16383553165836321911,I Sing the Body Electric,1958,28.75
15223110839507241095,Blue Remembered Earth,2006,52.0
12262600108734496973,Iphigenie auf Tauris,1991,23.33
17294602165302473041,The Sun Also Rises,2013,23.12
12720769681183314153,By Grand Central Station I Sat Down and Wept,2026,36.46
10333500918432270048,Dying of the Light,2015,17.29
10828718782538023974,The Grapes of Wrath,2021,55.0
14145290498217723269,The Wives of Bath,2016,66.46
13376089285815440178,Gone with the Wind,2013,58.33
9723186563178395639,La Discipline des orphelins,2022,23.5
12279942644792596124,Françoise Sagan,2021,8.75
16670908399284340989,Cabbages and Kings,1997,77.92
13258378616315519513,No Country for Old Men,2003,76.88
15936203508430651884,The Man Within,1999,57.92
10736730046884997758,Quo Vadis,1995,23.54
13331650792545859298,Rosemary Sutcliff,2014,51.5
12934194120728844420,Gone with the Wind,2016,22.92
12453599826841659435,To a God Unknown,2014,14.0
16706259373381846014,Françoise Sagan,1993,70.83
13273204933576367445,Die Welt als Wille & Wahn,1986,19.17
11669445620715459744,Postern of Fate,1999,55.0
14244737736996476452,Mr Standfast,2014,68.12
16525998606563296828,Siddhartha,1958,13.0
12898832817266577709,I Will Fear No Evil,2010,14.58
16535635629634919308,The Daffodil Sky,1955,58.75
14658249140471703534,To Sail Beyond the Sunset,1998,9.58
16523595772948550315,Many Waters,2018,56.25
15236142947176059043,East of Eden,2017,33.0
10804866469773673545,Behold the Man,2026,22.71
13918519054604060884,An Acceptable Time,2021,36.67
12824090006598381400,La Soumission comme passion,2000,38.33
16299839771765096109,The Golden Bowl,1996,42.5
17536597163538741079,Dance Dance Dance,1989,62.92
15593412399982257162,The Mermaids Singing,2018,28.33
17388419192272190685,Surprised by Joy,1986,38.99
17003868833645571037,A Time of Gifts,2002,14.58
14540595524864744314,The Golden Bowl,2003,28.25
18128161929775179260,The Wealth of Nations,2020,11.75
13275899841936561050,Quo Vadis,1995,68.99
13834619968568970268,By Grand Central Station I Sat Down and Wept,2020,10.83
18294246206254180129,Dance Dance Dance,2007,70.83
17885972119183791312,The Way of All Flesh,2011,52.0
10518952925328836456,Le Siècle de la rue voisine,2024,76.5
14163483874475365808,The Wings of the Dove,2017,21.99
16358995575549035226,The Soldier's Art,1998,13.33
16758341433654964785,That Good Night,1987,28.33
11947857426485023655,For Whom the Bell Tolls,1938,55.0
11804485031014265006,La Promise du voyeur,2006,29.16
9861681759227368473,Mario und der Zauberer,2001,37.5
16385217649366418739,Consider the Lilies,2023,26.04
15119687965930202548,No Country for Old Men,2018,79.17
9595102066000564123,The Little Foxes,1990,73.5
12704297373267449572,A Swiftly Tilting Planet,2021,12.92
15663570722107765686,The Glory and the Dream,2006,42.29
15418749383582424241,A Handful of Dust,2022,58.0
15813547466517695429,Little Hands Clapping,1993,59.38
17594635027036308453,Recalled to Life,2023,32.99
18259575680449066933,The Golden Apples of the Sun,2012,60.21
17204442711512027304,An Evil Cradling,2008,29.79
17946630183967550060,Heinrich von Ofterdingen,1998,61.66
12064266791134211404,Emilia Galotti,2012,54.38
16549646428299269855,Death Be Not Proud,2001,66.88
12451404160237127627,Oh! To be in England,1988,11.66
14112218212066757309,Wildfire at Midnight,2000,33.54
15384119637716000267,Quo Vadis,1938,17.92
14732715652611745113,Sleep the Brave,2001,59.38
17342699378452943410,Now Sleeps the Crimson Petal,2011,77.5
15080463250401086308,By Grand Central Station I Sat Down and Wept,2015,45.83
11984113712246107833,O Pioneers!,1986,71.67
12722754913968539889,Arms and the Man,1994,22.75
9360255655674059940,The Golden Bowl,1990,82.92
17153674027332424030,Consider the Lilies,2014,31.66
14084500323113203950,All the King's Men,2004,30.0
10310044811766365395,Behold the Man,1990,22.5
15576724510618389870,Der Vulkan,2020,54.0
12503894624533908035,The Line of Beauty,1883,26.5
16780479962138238110,Number the Stars,2026,9.17
10274308812692307675,An Instant In The Wind,2007,68.0
12597250730140996423,O Pioneers!,2004,42.92
11009517346669545200,"Such, Such Were the Joys",1991,22.08
17434822299551850744,That Hideous Strength,2004,13.0
13106103156684082966,The Far-Distant Oxus,2012,72.5
12018760141108895537,A Handful of Dust,2009,10.0
13348607370364942005,A Confederacy of Dunces,2004,60.0
18027460021432139988,The Last Enemy,2002,43.33
14740511111227055115,Lilies of the Field,1905,72.5
15203688778016689292,What's Become of Waring,2006,13.75
11322428591369179248,Precious Bane,1989,6.66
11101232241217778731,All Passion Spent,1993,18.75
14830840834364151387,The Far-Distant Oxus,2019,50.83
15182457799945154421,The Wings of the Dove,1990,22.71
10215489765017355011,Far From the Madding Crowd,2024,28.5
13759279245291195681,Blood's a Rover,1995,49.25
14031387012921503480,"The World, the Flesh and the Devil",2006,80.83
15591114539946488334,Oh! To be in England,2023,43.33
13983484701215984222,The Torment of Others,1997,78.33
11459790350274024850,Precious Bane,1994,26.67
15690937425320564399,That Hideous Strength,2019,13.99
16124680856454140173,The Mermaids Singing,2013,70.99
10106588954457360636,An Evil Cradling,2009,11.75
11847776531797036370,I Know Why the Caged Bird Sings,2006,70.99
14826866687251720528,His Dark Materials,2014,58.33
9961754537392744681,Jacob Have I Loved,2022,34.0
11770419261806132942,"Look Homeward, Angel",1996,50.42
11621389763030456630,Eyeless in Gaza,1997,23.99
14791727610252416557,Recalled to Life,1992,81.25
18280368179410742576,La Peau des savants,2022,43.96
10683299861883658567,The Curious Incident of the Dog in the Night-Time,2021,13.99
13357231364387123984,Dulce et Decorum Est,1992,43.33
16830261430235632205,An Evil Cradling,2009,17.71
17420540722414210117,La progéniture du mal,2006,74.38
14598671634584096023,The Far-Distant Oxus,2003,38.33
17646028714247860032,Tender Is the Night,2001,71.25
9959275453681216148,The Way Through the Woods,1990,56.25
13995361412131663214,The Wealth of Nations,2026,49.38
16929933018087769157,The Millstone,2016,17.5
11279217206421631547,Vanity Fair,2016,41.0
12001625601165967378,For Whom the Bell Tolls,1990,28.54
17203666923857844696,Time of our Darkness,2010,4.5
9466046543901178853,By Grand Central Station I Sat Down and Wept,2011,63.96
15982708484857796563,The Road Less Traveled,1996,39.58
13671467152923025266,The Last Enemy,2025,78.75
9744919385229382988,Beyond the Mexique Bay,2017,58.5
10538662347153604081,Mr Standfast,1997,30.42
13111608622798959857,Eyeless in Gaza,1992,11.25
14017502752707664844,Specimen Days,1994,41.75
13287621939659569461,Surprised by Joy,1993,42.49
15250030448528301457,For Whom the Bell Tolls,1989,43.5
12353144360156966979,Fair Stood the Wind for France,2012,49.5
17231210696001751326,"Those Barren Leaves, Thrones, Dominations",2010,64.75
15703286764197929132,Carrion Comfort,2002,15.42
17178162682242029532,Of Human Bondage,2010,17.08
17725954571331647317,Behold the Man,1990,76.75
9770674781115541011,In a Dry Season,1986,47.71
15412801819119269371,To Your Scattered Bodies Go,2026,14.5
14952619313487783257,The Soldier's Art,1871,36.25
13411532304704375688,Tender Is the Night,2001,26.46
16673188584685039256,Down to a Sunless Sea,1886,46.67
14022547847146795444,The Golden Apples of the Sun,1989,74.17
15826042477443857790,The Golden Apples of the Sun,2008,65.62
12163043333838073044,Quo Vadis,1989,45.83
17195856469696135586,A Swiftly Tilting Planet,2009,51.25
12987701523585346691,The Parliament of Man,2013,75.0
16532948079279016459,The Torment of Others,2025,39.58
11445779569293412852,"Those Barren Leaves, Thrones, Dominations",2021,79.16
16868211824603659385,The Wings of the Dove,2018,63.75
11330974303164164431,La Peau des savants,2006,9.58
12120333181631093986,A Summer Bird-Cage,2012,51.5
15589521965082791569,After Many a Summer Dies the Swan,2019,47.0
14660794502851299010,The Proper Study,2004,25.42
9932092108950128199,Arms and the Man,2011,40.0
17374463037892720515,Endless Night,2003,40.83
16118979122105185125,The Wings of the Dove,1994,53.33
13797941259718606468,The Moving Finger,1989,49.99
13087921456521627888,Pourquoi je mens ?,2022,68.33
11944093715232800171,Little Hands Clapping,2004,24.17
15965956972065639127,Shall not Perish,2012,49.58
13449364252508824953,The Way Through the Woods,2016,23.75
15770042259027789869,O Pioneers!,2011,58.54
12174536402787736271,Rosemary Sutcliff,2010,5.83
12085137841896407756,A Scanner Darkly,2007,76.25
14160892159165823363,No Country for Old Men,2006,78.25
15570995849320964544,Recalled to Life,2022,55.25
10049247592186220167,Beneath the Bleeding,1886,36.46
12452726258340259459,In Dubious Battle,2004,37.08
11499888927711916430,Rosemary Sutcliff,2012,73.75
13119160105200018239,Tiger! Tiger!,1871,47.0
13041040496779232610,The Cricket on the Hearth,1995,24.0
9864744117285364707,A Farewell to Arms,2021,24.58
11752142299882754610,The Lathe of Heaven,1990,36.88
17125216857992555187,The Sun Also Rises,2017,33.33
10938522097648545891,"Absalom, Absalom!",2001,48.33
17595719089331231879,Noli Me Tangere,2022,11.04
13695083343034699606,The Mirror Crack'd from Side to Side,2004,25.0
18422442377833838007,The Monkey's Raincoat,2005,28.33
16551901254230392780,The Way Through the Woods,2022,38.96
9370539158161617804,The Heart Is a Lonely Hunter,2013,34.79
11322796742887280876,Little Hands Clapping,1986,20.0
13715942019965599650,Everything is Illuminated,1986,4.0
17849756017152266713,The Millstone,1987,17.0
15397169020724951332,A Farewell to Arms,2023,50.83
12896265580763159415,Quo Vadis,2007,45.0
16938562763710687004,Die Leiden des jungen Werther,2015,75.99
12667700411885681564,Look to Windward,1991,77.25
12445348673361162734,A Catskill Eagle,2014,18.75
10768965532931128702,Consider the Lilies,2012,56.88
17887628819379011157,Le Couloir de tous les mépris,1998,78.33
11940208534469654570,Infinite Jest,2018,38.12
17154740763081408615,The Glory and the Dream,2008,31.46
14296117269089827791,Recalled to Life,2007,36.5
11928372396918211742,Carrion Comfort,1999,45.21
16793156555688580566,The Curious Incident of the Dog in the Night-Time,2023,28.12
10266924822317916871,Everything is Illuminated,2007,11.67
18285202953047701158,To Say Nothing of the Dog,1997,10.83
13771749224129429401,Dying of the Light,2006,58.33
10378992883163371827,To Say Nothing of the Dog,2019,38.54
10387509091868208959,Die Weber,1997,19.38
15359140674171235711,Recalled to Life,2012,37.92
17457061410262043338,Specimen Days,1995,63.54
10618024109829931126,The Wings of the Dove,2013,54.0
17310153554238920187,"Paare, Passanten",1987,65.62
14302022685018521726,In Death Ground,1988,27.92
15110982305816858604,Some Buried Caesar,1996,73.33
11316745019126485009,Cover Her Face,1999,25.83
18323234026269418357,Waiting for the Barbarians,1988,82.08
16776440780988348625,A Glass of Blessings,1958,30.42
11180637268778494958,Terrible Swift Sword,1990,64.58
14697429290708013694,The Wings of the Dove,2003,75.75
12624503299616394429,Recalled to Life,2026,18.54
11715726265405532057,No Highway,2018,8.0
16998594411328300791,The Torment of Others,1990,36.25
9529864651083938995,Vile Bodies,2018,72.92
10013838282834851243,The Grapes of Wrath,1989,73.99
14713776946618425276,What's Become of Waring,2004,36.5
12694149116942395038,Of Human Bondage,2015,60.42
14031254627451788508,The Skull Beneath the Skin,2004,35.83
16543037456055989006,Gone with the Wind,2017,50.83
13292154415631759359,The Painted Veil,1990,45.83
15531210949506447270,Ego Dominus Tuus,2002,50.5
10431458860461930197,The Way of All Flesh,2004,53.33
10624348043607062240,Le Siècle de la rue voisine,2002,22.08
15522567822397701151,The Cricket on the Hearth,2008,37.0
13088669283900356197,The Lathe of Heaven,2004,17.92
11462852164550575158,Sleep the Brave,1958,45.0
16274235686981812431,Waiting for the Barbarians,1988,32.99
17072962912374607860,Behold the Man,1999,20.83
17632580933392723441,All Passion Spent,2000,56.46
9380474818024753721,The Last Enemy,1996,26.66
15512266168271640116,The Way of All Flesh,1989,32.5
14894307434735612021,A Confederacy of Dunces,2010,65.83
14278566358757556299,Clouds of Witness,2016,56.67
13738705329024045034,Recalled to Life,2020,30.42
15144398667705966691,In a Dry Season,1991,77.5
13276657230300224842,Number the Stars,2016,15.62
15768511803109801740,Der Steppenwolf,1990,67.92
12740526882099080223,No Highway,1992,80.83
13137968096734734042,I Sing the Body Electric,2017,36.46
11711171663506872061,His Dark Materials,1993,4.79
12741188371808104955,Eyeless in Gaza,2016,48.33
11958783837709223070,The Painted Veil,2002,10.25
16849640526661158018,The Moving Toyshop,2015,73.33
10503355920760303874,Jacob Have I Loved,2006,54.17
14933123251629163651,Behold the Man,2008,68.0
17107118198557857738,An Instant In The Wind,1904,37.49
12736032403643870148,Dying of the Light,2023,35.25
17452987761672351500,The Grapes of Wrath,2019,82.92
11391269436053949511,Fame Is the Spur,1998,61.0
17739015825925867219,Waiting for the Barbarians,2006,51.99
13388616440326666611,Of Mice and Men,1994,29.16
15994661218051174062,Far From the Madding Crowd,2022,71.66
14399518228265503459,Ego Dominus Tuus,2009,81.25
14553738478456186717,"Look Homeward, Angel",1987,54.5
9223516790560678587,A Time to Kill,2018,42.29
13348982748235872769,The Wealth of Nations,1996,19.16
14650756024472838111,The Little Foxes,2008,25.5
11971021039941676841,Fair Stood the Wind for France,2016,49.25
14002908896003489125,In Death Ground,2022,36.25
16198279256686805087,L'Odyssée invisible,2024,14.25
11345817066676404191,Consider Phlebas,1990,16.25
17160607023338377677,Cover Her Face,1987,31.67
13159401970037716792,That Good Night,2000,78.12
15483533483952756808,Tiger! Tiger!,2000,28.33
13439127450563408845,Everything is Illuminated,2026,17.0
14266750889174149213,"Those Barren Leaves, Thrones, Dominations",1991,17.5
16152342781123523148,Now Sleeps the Crimson Petal,2005,7.25
12719775044989230846,The Sun Also Rises,2004,32.29
10141410484930748780,Blithe Spirit,1871,30.83
17877820699743557988,Mother Night,1997,50.83
12670590754725327411,An Acceptable Time,2004,10.83
13798880072188885498,The Mirror Crack'd from Side to Side,2009,20.25
12050054820187076662,L'Odeur du sanglier,2026,79.58
